dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,implementation,cell_class,exclusion_reason
1777,moonshine$dispatch_1777_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1778,moonshine$dispatch_1778_linear_s8,,,0.528940530,ms,528940.530,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21158,roccmoon_engine[curated],measured,
1779,moonshine$dispatch_1779_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1780,moonshine$dispatch_1780_linear_s8,,,0.536985533,ms,536985.532,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21479,roccmoon_engine[curated],measured,
1781,moonshine$dispatch_1781_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1782,moonshine$dispatch_1782_linear_s8,,,0.528234570,ms,528234.570,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21129,roccmoon_engine[curated],measured,
1783,moonshine$dispatch_1783_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=9|1;C_total=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1784,moonshine$dispatch_1784_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=9|1;C_total=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1785,moonshine$dispatch_1785_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=10;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1786,moonshine$dispatch_1786_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=10;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1787,moonshine$dispatch_1787_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=10;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1788,moonshine$dispatch_1788_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1789,moonshine$dispatch_1789_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=10;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1790,moonshine$dispatch_1790_linear_s8,,,0.560841098,ms,560841.098,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22434,roccmoon_engine[curated],measured,
1791,moonshine$dispatch_1791_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1792,moonshine$dispatch_1792_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1793,moonshine$dispatch_1793_linear_s8,,,0.532249718,ms,532249.718,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21290,roccmoon_engine[curated],measured,
1794,moonshine$dispatch_1794_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1795,moonshine$dispatch_1795_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1796,moonshine$dispatch_1796_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1797,moonshine$dispatch_1797_linear_s8,,,0.567385935,ms,567385.935,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22695,roccmoon_engine[curated],measured,
1798,moonshine$dispatch_1798_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1799,moonshine$dispatch_1799_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1800,moonshine$dispatch_1800_linear_s8,,,1.251578835,ms,1251578.835,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50063,roccmoon_engine[curated],measured,
1801,moonshine$dispatch_1801_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1802,moonshine$dispatch_1802_linear_s8,,,1.259094368,ms,1259094.368,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50364,roccmoon_engine[curated],measured,
1803,moonshine$dispatch_1803_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1804,moonshine$dispatch_1804_linear_s8,,,1.271080980,ms,1271080.980,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,50843,roccmoon_engine[curated],measured,
1805,moonshine$dispatch_1805_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1806,moonshine$dispatch_1806_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1807,moonshine$dispatch_1807_linear_s8,,,0.542250818,ms,542250.818,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21690,roccmoon_engine[curated],measured,
1808,moonshine$dispatch_1808_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1809,moonshine$dispatch_1809_linear_s8,,,0.541353660,ms,541353.660,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21654,roccmoon_engine[curated],measured,
1810,moonshine$dispatch_1810_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1811,moonshine$dispatch_1811_linear_s8,,,0.536544307,ms,536544.307,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21462,roccmoon_engine[curated],measured,
1812,moonshine$dispatch_1812_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=9|1;C_total=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1813,moonshine$dispatch_1813_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=9|1;C_total=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1814,moonshine$dispatch_1814_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=10;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1815,moonshine$dispatch_1815_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=10;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1816,moonshine$dispatch_1816_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=10;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1817,moonshine$dispatch_1817_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1818,moonshine$dispatch_1818_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=10;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1819,moonshine$dispatch_1819_linear_s8,,,0.578063580,ms,578063.580,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23123,roccmoon_engine[curated],measured,
1820,moonshine$dispatch_1820_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1821,moonshine$dispatch_1821_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1822,moonshine$dispatch_1822_linear_s8,,,0.545001120,ms,545001.120,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21800,roccmoon_engine[curated],measured,
1823,moonshine$dispatch_1823_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1824,moonshine$dispatch_1824_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1825,moonshine$dispatch_1825_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1826,moonshine$dispatch_1826_linear_s8,,,0.581122740,ms,581122.740,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23245,roccmoon_engine[curated],measured,
1827,moonshine$dispatch_1827_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1828,moonshine$dispatch_1828_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1829,moonshine$dispatch_1829_linear_s8,,,1.247990205,ms,1247990.205,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49920,roccmoon_engine[curated],measured,
1830,moonshine$dispatch_1830_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1831,moonshine$dispatch_1831_linear_s8,,,1.247298953,ms,1247298.952,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,49892,roccmoon_engine[curated],measured,
1832,moonshine$dispatch_1832_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1833,moonshine$dispatch_1833_linear_s8,,,1.257829523,ms,1257829.522,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,50313,roccmoon_engine[curated],measured,
1834,moonshine$dispatch_1834_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1835,moonshine$dispatch_1835_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1836,moonshine$dispatch_1836_linear_s8,,,0.545339392,ms,545339.392,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21814,roccmoon_engine[curated],measured,
1837,moonshine$dispatch_1837_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1838,moonshine$dispatch_1838_linear_s8,,,0.543824520,ms,543824.520,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21753,roccmoon_engine[curated],measured,
1839,moonshine$dispatch_1839_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1840,moonshine$dispatch_1840_linear_s8,,,0.547398443,ms,547398.443,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21896,roccmoon_engine[curated],measured,
1841,moonshine$dispatch_1841_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=9|1;C_total=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1842,moonshine$dispatch_1842_cat2_c1_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,cat2_c1_s8,N=1;H=288;W=1;C_inputs=9|1;C_total=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1843,moonshine$dispatch_1843_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=10;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1844,moonshine$dispatch_1844_permute4_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,permute4_s8,d0=1;d1=10;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1845,moonshine$dispatch_1845_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=10;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1846,moonshine$dispatch_1846_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=10,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1847,moonshine$dispatch_1847_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=10;N=36;transpose_b=0,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1848,moonshine$dispatch_1848_linear_s8,,,0.575548598,ms,575548.598,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23022,roccmoon_engine[curated],measured,
1849,moonshine$dispatch_1849_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1850,moonshine$dispatch_1850_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1851,moonshine$dispatch_1851_linear_s8,,,0.547163122,ms,547163.122,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21887,roccmoon_engine[curated],measured,
1852,moonshine$dispatch_1852_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=36;N=165;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1853,moonshine$dispatch_1853_softmax_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,softmax_s8,M=8;K=165,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1854,moonshine$dispatch_1854_matmul_b_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,matmul_b_s8,B=8;M=1;K=165;N=36;transpose_b=1,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1855,moonshine$dispatch_1855_linear_s8,,,0.584328975,ms,584328.975,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,23373,roccmoon_engine[curated],measured,
1856,moonshine$dispatch_1856_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1857,moonshine$dispatch_1857_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1858,moonshine$dispatch_1858_linear_s8,,,1.261035758,ms,1261035.758,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50441,roccmoon_engine[curated],measured,
1859,moonshine$dispatch_1859_silu_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,silu_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1860,moonshine$dispatch_1860_linear_s8,,,1.264300823,ms,1264300.823,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=1152,50572,roccmoon_engine[curated],measured,
1861,moonshine$dispatch_1861_mul_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,mul_s8,n=1152,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1862,moonshine$dispatch_1862_linear_s8,,,1.263212468,ms,1263212.468,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=1152;N=288,50528,roccmoon_engine[curated],measured,
1863,moonshine$dispatch_1863_add_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,add_s8,n=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1864,moonshine$dispatch_1864_layernorm_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,layernorm_s8,M=1;K=288,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1865,moonshine$dispatch_1865_linear_s8,,,0.551281223,ms,551281.223,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,22051,roccmoon_engine[curated],measured,
1866,moonshine$dispatch_1866_rope_s8,,,1000000000,us,1000000000000,0,,excluded_impossible,rope_s8,T=1;H=8;D=36;R=32,,,excluded_impossible,hart 1's tile has no P-extension (PynqZ2Configs.scala:220 WithPExtOnTiles(0) names hart 0 only); this kernel's body is custom-0 throughout and holds no hart-1-executable alternative -- it would take an illegal instruction
1867,moonshine$dispatch_1867_linear_s8,,,0.546339503,ms,546339.503,0,,board_measured_b1_scaled_by_measured_region_factor_0.5883,linear_s8,M=1;K=288;N=288,21854,roccmoon_engine[curated],measured,
